Россия, Украина
30 60
27 12 Ocean
27 13 Ocean
27 14 Ocean
27 15 Ocean
27 16 Ocean
27 17 Ocean
27 18 Ocean
27 19 Ocean
27 20 Ocean
27 21 Ocean
27 22 Ocean
27 23 Ocean
27 24 Ocean
27 25 Ocean
27 26 Ocean
27 27 Ocean
27 28 Ocean
27 29 Ocean
27 30 Ocean
27 31 Forest
27 32 Forest
27 33 Forest
27 34 Forest
27 35 Forest
27 36 Forest
27 37 Forest
27 38 Forest
27 39 Forest
27 40 Forest
27 41 Forest
27 42 Forest
27 43 Forest
27 44 Forest
27 45 Forest
27 46 Forest
27 47 Forest
27 48 Forest
27 49 Forest
27 50 Forest
27 51 Forest
27 52 Forest
27 53 Forest
27 54 Forest
27 55 Forest
27 56 Forest
27 57 Forest
27 58 Forest
27 59 Forest
28 0 Tundra
28 1 Tundra
28 2 Tundra
28 3 Ocean
28 4 Ocean
28 5 Ocean
28 6 Ocean
28 7 Ocean
28 8 Ocean
28 9 Ocean
28 10 Ocean
28 11 Ocean
28 12 Ocean
28 13 Ocean
28 14 Ocean
28 15 Ocean
28 16 Ocean
28 17 Ocean
28 18 Ocean
28 19 Ocean
28 20 Ocean
28 21 Ocean
28 22 Ocean
28 23 Ocean
28 24 Ocean
28 25 Ocean
28 26 Ocean
28 27 Ocean
28 28 Ocean
28 29 Ocean
28 30 Ocean
28 31 Forest
28 32 Forest
28 33 Forest
28 34 Forest
28 35 Forest
28 36 Forest
28 37 Forest
28 38 Forest
28 39 Forest
28 40 Forest
28 41 Forest
28 42 Forest
28 43 Forest
28 44 Forest
28 45 Forest
28 46 Forest
28 47 Forest
28 48 Forest
28 49 Forest
28 50 Forest
28 51 Forest
28 52 Forest
28 53 Forest
28 54 Forest
28 55 Forest
28 56 Forest
28 57 Forest
28 58 Forest
28 59 Forest
29 0 Tundra
29 1 Tundra
29 2 Tundra
29 3 Ocean
29 4 Ocean
29 5 Ocean
29 6 Ocean
29 7 Ocean
29 8 Ocean
29 9 Ocean
29 10 Ocean
29 11 Ocean
29 12 Ocean
29 13 Ocean
29 14 Ocean
29 15 Ocean
29 16 Ocean
29 17 Ocean
29 18 Ocean
29 19 Ocean
29 20 Ocean
29 21 Ocean
29 22 Ocean
29 23 Ocean
29 24 Ocean
29 25 Ocean
29 26 Ocean
29 27 Ocean
29 28 Ocean
29 29 Ocean
29 30 Ocean
29 31 Forest
29 32 Forest
29 33 Forest
29 34 Forest
29 35 Forest
29 36 Forest
29 37 Forest
29 38 Forest
29 39 Forest
29 40 Forest
29 41 Forest
29 42 Forest
29 43 Forest
29 44 Forest
29 45 Forest
29 46 Forest
29 47 Forest
29 48 Forest
29 49 Forest
29 50 Forest
29 51 Forest
29 52 Forest
29 53 Forest
29 54 Forest
29 55 Forest
29 56 Forest
29 57 Forest
29 58 Forest
29 59 Forest
3 38 Builders 20 Россия3 39 Builders 20 Россия12 32 Settlers 20 Украина
