Россия Япония Украина Австралия Бразилия Греция Дания Египет Канада
50 50
33 13 Desert
33 14 Desert
33 15 Desert
33 16 Desert
33 17 Desert
33 18 Desert
33 19 Desert
33 20 Desert
33 21 Desert
33 22 Desert
33 23 Desert
33 24 Desert
33 25 Desert
33 26 Desert
33 27 Desert
33 28 Desert
33 29 Desert
33 30 Desert
33 31 Desert
33 32 Desert
33 33 Desert
33 34 Desert
33 35 Desert
33 36 Desert
33 37 Desert
33 38 Desert
33 39 Desert
33 40 Desert
33 41 Desert
33 42 Desert
33 43 Desert
33 44 Desert
33 45 Desert
33 46 Desert
33 47 Desert
33 48 Desert
33 49 Desert
34 0 Desert
34 1 Desert
34 2 Desert
34 3 Desert
34 4 Desert
34 5 Desert
34 6 Desert
34 7 Desert
34 8 Desert
34 9 Desert
34 10 Desert
34 11 Desert
34 12 Desert
34 13 Desert
34 14 Desert
34 15 Desert
34 16 Desert
34 17 Desert
34 18 Desert
34 19 Desert
34 20 Desert
34 21 Desert
34 22 Desert
34 23 Desert
34 24 Desert
34 25 Desert
34 26 Desert
34 27 Desert
34 28 Desert
34 29 Desert
34 30 Desert
34 31 Desert
34 32 Desert
34 33 Desert
34 34 Desert
34 35 Desert
34 36 Desert
34 37 Desert
34 38 Desert
34 39 Desert
34 40 Desert
34 41 Desert
34 42 Desert
34 43 Desert
34 44 Desert
34 45 Desert
34 46 Desert
34 47 Desert
34 48 Desert
34 49 Desert
35 0 Desert
35 1 Desert
35 2 Desert
35 3 Desert
35 4 Desert
35 5 Desert
35 6 Desert
35 7 Desert
35 8 Desert
35 9 Desert
35 10 Desert
35 11 Desert
35 12 Desert
35 13 Desert
35 14 Desert
35 15 Desert
35 16 Desert
35 17 Desert
35 18 Desert
35 19 Desert
35 20 Desert
35 21 Desert
35 22 Desert
35 23 Desert
35 24 Desert
35 25 Desert
35 26 Desert
35 27 Desert
35 28 Desert
35 29 Desert
35 30 Desert
35 31 Desert
35 32 Desert
35 33 Desert
35 34 Desert
35 35 Desert
35 36 Desert
35 37 Desert
35 38 Desert
35 39 Desert
35 40 Desert
35 41 Desert
35 42 Desert
35 43 Desert
35 44 Desert
35 45 Desert
35 46 Desert
35 47 Desert
35 48 Desert
35 49 Desert
36 0 Desert
36 1 Desert
36 2 Desert
36 3 Desert
36 4 Desert
36 5 Desert
36 6 Desert
36 7 Desert
36 8 Desert
36 9 Desert
36 10 Desert
36 11 Desert
36 12 Desert
36 13 Desert
36 14 Desert
36 15 Desert
36 16 Desert
36 17 Desert
36 18 Desert
36 19 Desert
36 20 Desert
36 21 Desert
36 22 Desert
36 23 Desert
36 24 Desert
36 25 Desert
36 26 Desert
36 27 Desert
36 28 Desert
36 29 Desert
36 30 Desert
36 31 Desert
36 32 Desert
36 33 Desert
36 34 Desert
36 35 Desert
36 36 Desert
36 37 Desert
36 38 Desert
36 39 Desert
36 40 Desert
36 41 Desert
36 42 Desert
36 43 Desert
36 44 Desert
36 45 Desert
36 46 Desert
36 47 Desert
36 48 Desert
36 49 Desert
37 0 Desert
37 1 Desert
37 2 Desert
37 3 Desert
37 4 Desert
37 5 Desert
37 6 Desert
37 7 Desert
37 8 Desert
37 9 Desert
37 10 Desert
37 11 Desert
37 12 Desert
37 13 Desert
37 14 Desert
37 15 Desert
37 16 Desert
37 17 Desert
37 18 Desert
37 19 Desert
37 20 Desert
37 21 Desert
37 22 Desert
37 23 Desert
37 24 Desert
37 25 Desert
37 26 Desert
37 27 Desert
37 28 Desert
37 29 Desert
37 30 Desert
37 31 Desert
37 32 Desert
37 33 Desert
37 34 Desert
37 35 Desert
37 36 Desert
37 37 Desert
37 38 Desert
37 39 Desert
37 40 Desert
37 41 Desert
37 42 Desert
37 43 Desert
37 44 Desert
37 45 Desert
37 46 Desert
37 47 Desert
37 48 Desert
37 49 Desert
38 0 Desert
38 1 Desert
38 2 Desert
38 3 Desert
38 4 Desert
38 5 Desert
38 6 Desert
38 7 Desert
38 8 Desert
38 9 Desert
38 10 Desert
38 11 Desert
38 12 Desert
38 13 Desert
38 14 Desert
38 15 Desert
38 16 Desert
38 17 Desert
38 18 Desert
38 19 Desert
38 20 Desert
38 21 Desert
38 22 Desert
38 23 Desert
38 24 Desert
38 25 Desert
38 26 Desert
38 27 Desert
38 28 Desert
38 29 Desert
38 30 Desert
38 31 Desert
38 32 Desert
38 33 Desert
38 34 Desert
38 35 Desert
38 36 Desert
38 37 Desert
38 38 Desert
38 39 Desert
38 40 Desert
38 41 Desert
38 42 Desert
38 43 Desert
38 44 Desert
38 45 Desert
38 46 Desert
38 47 Desert
38 48 Desert
38 49 Desert
39 0 Desert
39 1 Desert
39 2 Desert
39 3 Desert
39 4 Desert
39 5 Desert
39 6 Desert
39 7 Desert
39 8 Desert
39 9 Desert
39 10 Desert
39 11 Desert
39 12 Desert
39 13 Desert
39 14 Desert
39 15 Desert
39 16 Desert
39 17 Desert
39 18 Desert
39 19 Desert
39 20 Desert
39 21 Desert
39 22 Desert
39 23 Desert
39 24 Desert
39 25 Desert
39 26 Desert
39 27 Desert
39 28 Desert
39 29 Desert
39 30 Desert
39 31 Desert
39 32 Desert
39 33 Desert
39 34 Desert
39 35 Desert
39 36 Desert
39 37 Desert
39 38 Desert
39 39 Desert
39 40 Desert
39 41 Desert
39 42 Desert
39 43 Desert
39 44 Desert
39 45 Desert
39 46 Desert
39 47 Desert
39 48 Desert
39 49 Desert
40 0 Desert
40 1 Desert
40 2 Desert
40 3 Desert
40 4 Desert
40 5 Desert
40 6 Desert
40 7 Desert
40 8 Desert
40 9 Desert
40 10 Desert
40 11 Desert
40 12 Desert
40 13 Desert
40 14 Desert
40 15 Desert
40 16 Desert
40 17 Desert
40 18 Desert
40 19 Desert
40 20 Desert
40 21 Desert
40 22 Desert
40 23 Desert
40 24 Desert
40 25 Desert
40 26 Desert
40 27 Desert
40 28 Desert
40 29 Desert
40 30 Desert
40 31 Desert
40 32 Desert
40 33 Desert
40 34 Desert
40 35 Desert
40 36 Desert
40 37 Desert
40 38 Desert
40 39 Desert
40 40 Desert
40 41 Desert
40 42 Desert
40 43 Desert
40 44 Desert
40 45 Desert
40 46 Desert
40 47 Desert
40 48 Desert
40 49 Desert
41 0 Desert
41 1 Desert
41 2 Desert
41 3 Desert
41 4 Desert
41 5 Desert
41 6 Desert
41 7 Desert
41 8 Desert
41 9 Desert
41 10 Desert
41 11 Desert
41 12 Desert
41 13 Desert
41 14 Desert
41 15 Desert
41 16 Desert
41 17 Desert
41 18 Desert
41 19 Desert
41 20 Desert
41 21 Desert
41 22 Desert
41 23 Desert
41 24 Desert
41 25 Desert
41 26 Desert
41 27 Desert
41 28 Desert
41 29 Desert
41 30 Desert
41 31 Desert
41 32 Desert
41 33 Desert
41 34 Desert
41 35 Desert
41 36 Desert
41 37 Desert
41 38 Desert
41 39 Desert
41 40 Desert
41 41 Desert
41 42 Desert
41 43 Desert
41 44 Desert
41 45 Desert
41 46 Desert
41 47 Desert
41 48 Desert
41 49 Desert
42 0 Desert
42 1 Desert
42 2 Desert
42 3 Desert
42 4 Desert
42 5 Desert
42 6 Desert
42 7 Desert
42 8 Desert
42 9 Desert
42 10 Desert
42 11 Desert
42 12 Desert
42 13 Desert
42 14 Desert
42 15 Desert
42 16 Desert
42 17 Desert
42 18 Desert
42 19 Desert
42 20 Desert
42 21 Desert
42 22 Desert
42 23 Desert
42 24 Desert
42 25 Desert
42 26 Desert
42 27 Desert
42 28 Desert
42 29 Desert
42 30 Desert
42 31 Desert
42 32 Desert
42 33 Desert
42 34 Desert
42 35 Desert
42 36 Desert
42 37 Desert
42 38 Desert
42 39 Desert
42 40 Desert
42 41 Desert
42 42 Desert
42 43 Desert
42 44 Desert
42 45 Desert
42 46 Desert
42 47 Desert
42 48 Desert
42 49 Desert
43 0 Desert
43 1 Desert
43 2 Desert
43 3 Desert
43 4 Desert
43 5 Desert
43 6 Desert
43 7 Desert
43 8 Desert
43 9 Desert
43 10 Desert
43 11 Desert
43 12 Desert
43 13 Desert
43 14 Desert
43 15 Desert
43 16 Desert
43 17 Desert
43 18 Desert
43 19 Desert
43 20 Desert
43 21 Desert
43 22 Desert
43 23 Desert
43 24 Desert
43 25 Desert
43 26 Desert
43 27 Desert
43 28 Desert
43 29 Desert
43 30 Desert
43 31 Desert
43 32 Desert
43 33 Desert
43 34 Desert
43 35 Desert
43 36 Desert
43 37 Desert
43 38 Desert
43 39 Desert
43 40 Desert
43 41 Desert
43 42 Desert
43 43 Desert
43 44 Desert
43 45 Desert
43 46 Desert
43 47 Desert
43 48 Desert
43 49 Desert
44 0 Desert
44 1 Desert
44 2 Desert
44 3 Desert
44 4 Desert
44 5 Desert
44 6 Desert
44 7 Desert
44 8 Desert
44 9 Desert
44 10 Desert
44 11 Desert
44 12 Desert
44 13 Desert
44 14 Desert
44 15 Desert
44 16 Desert
44 17 Desert
44 18 Desert
44 19 Desert
44 20 Desert
44 21 Desert
44 22 Desert
44 23 Desert
44 24 Desert
44 25 Desert
44 26 Desert
44 27 Desert
44 28 Desert
44 29 Desert
44 30 Desert
44 31 Desert
44 32 Desert
44 33 Desert
44 34 Desert
44 35 Desert
44 36 Desert
44 37 Desert
44 38 Desert
44 39 Desert
44 40 Desert
44 41 Desert
44 42 Desert
44 43 Desert
44 44 Desert
44 45 Desert
44 46 Desert
44 47 Desert
44 48 Desert
44 49 Desert
45 0 Desert
45 1 Desert
45 2 Desert
45 3 Desert
45 4 Desert
45 5 Desert
45 6 Desert
45 7 Desert
45 8 Desert
45 9 Desert
45 10 Desert
45 11 Desert
45 12 Desert
45 13 Desert
45 14 Desert
45 15 Desert
45 16 Desert
45 17 Desert
45 18 Desert
45 19 Desert
45 20 Desert
45 21 Desert
45 22 Desert
45 23 Desert
45 24 Desert
45 25 Desert
45 26 Desert
45 27 Desert
45 28 Desert
45 29 Desert
45 30 Desert
45 31 Desert
45 32 Desert
45 33 Desert
45 34 Desert
45 35 Desert
45 36 Desert
45 37 Desert
45 38 Desert
45 39 Desert
45 40 Desert
45 41 Desert
45 42 Desert
45 43 Desert
45 44 Desert
45 45 Desert
45 46 Desert
45 47 Desert
45 48 Desert
45 49 Desert
46 0 Desert
46 1 Desert
46 2 Desert
46 3 Desert
46 4 Desert
46 5 Desert
46 6 Desert
46 7 Desert
46 8 Desert
46 9 Desert
46 10 Desert
46 11 Desert
46 12 Desert
46 13 Desert
46 14 Desert
46 15 Desert
46 16 Desert
46 17 Desert
46 18 Desert
46 19 Desert
46 20 Desert
46 21 Desert
46 22 Desert
46 23 Desert
46 24 Desert
46 25 Desert
46 26 Desert
46 27 Desert
46 28 Desert
46 29 Desert
46 30 Desert
46 31 Desert
46 32 Desert
46 33 Desert
46 34 Desert
46 35 Desert
46 36 Desert
46 37 Desert
46 38 Desert
46 39 Desert
46 40 Desert
46 41 Desert
46 42 Desert
46 43 Desert
46 44 Desert
46 45 Desert
46 46 Desert
46 47 Desert
46 48 Desert
46 49 Desert
47 0 Desert
47 1 Desert
47 2 Desert
47 3 Desert
47 4 Desert
47 5 Desert
47 6 Desert
47 7 Desert
47 8 Desert
47 9 Desert
47 10 Desert
47 11 Desert
47 12 Desert
47 13 Desert
47 14 Desert
47 15 Desert
47 16 Desert
47 17 Desert
47 18 Desert
47 19 Desert
47 20 Desert
47 21 Desert
47 22 Desert
47 23 Desert
47 24 Desert
47 25 Desert
47 26 Desert
47 27 Desert
47 28 Desert
47 29 Desert
47 30 Desert
47 31 Desert
47 32 Desert
47 33 Desert
47 34 Desert
47 35 Desert
47 36 Desert
47 37 Desert
47 38 Desert
47 39 Desert
47 40 Desert
47 41 Desert
47 42 Desert
47 43 Desert
47 44 Desert
47 45 Desert
47 46 Desert
47 47 Desert
47 48 Desert
47 49 Desert
48 0 Desert
48 1 Desert
48 2 Desert
48 3 Desert
48 4 Desert
48 5 Desert
48 6 Desert
48 7 Desert
48 8 Desert
48 9 Desert
48 10 Desert
48 11 Desert
48 12 Desert
48 13 Desert
48 14 Desert
48 15 Desert
48 16 Desert
48 17 Desert
48 18 Desert
48 19 Desert
48 20 Desert
48 21 Desert
48 22 Desert
48 23 Desert
48 24 Desert
48 25 Desert
48 26 Desert
48 27 Desert
48 28 Desert
48 29 Desert
48 30 Desert
48 31 Desert
48 32 Desert
48 33 Desert
48 34 Desert
48 35 Desert
48 36 Desert
48 37 Desert
48 38 Desert
48 39 Desert
48 40 Desert
48 41 Desert
48 42 Desert
48 43 Desert
48 44 Desert
48 45 Desert
48 46 Desert
48 47 Desert
48 48 Desert
48 49 Desert
49 0 Desert
49 1 Desert
49 2 Desert
49 3 Desert
49 4 Desert
49 5 Desert
49 6 Desert
49 7 Desert
49 8 Desert
49 9 Desert
49 10 Desert
49 11 Desert
49 12 Desert
49 13 Desert
49 14 Desert
49 15 Desert
49 16 Desert
49 17 Desert
49 18 Desert
49 19 Desert
49 20 Desert
49 21 Desert
49 22 Desert
49 23 Desert
49 24 Desert
49 25 Desert
49 26 Desert
49 27 Desert
49 28 Desert
49 29 Desert
49 30 Desert
49 31 Desert
49 32 Desert
49 33 Desert
49 34 Desert
49 35 Desert
49 36 Desert
49 37 Desert
49 38 Desert
49 39 Desert
49 40 Desert
49 41 Desert
49 42 Desert
49 43 Desert
49 44 Desert
49 45 Desert
49 46 Desert
49 47 Desert
49 48 Desert
49 49 Desert
Россия
20 0
Town 17 35
Япония
20 0
Settlers 35 5 1
Settlers 35 5 1
Settlers 35 5 1
Settlers 35 5 1
Украина
20 0
Settlers 5 49 1
Settlers 5 49 1
Settlers 5 49 1
Settlers 5 49 1
Австралия
20 0
Settlers 22 30 1
Settlers 22 30 1
Settlers 22 30 1
Settlers 22 30 1
Бразилия
20 0
Settlers 45 48 1
Settlers 45 48 1
Settlers 45 48 1
Settlers 45 48 1
Греция
20 0
Settlers 44 17 1
Settlers 44 17 1
Settlers 44 17 1
Settlers 44 17 1
Дания
20 0
Settlers 24 49 1
Settlers 24 49 1
Settlers 24 49 1
Settlers 24 49 1
Египет
20 0
Settlers 42 30 1
Settlers 42 30 1
Settlers 42 30 1
Settlers 42 30 1
Канада
20 0
Settlers 46 22 1
Settlers 46 22 1
Settlers 46 22 1
Settlers 46 22 1
end
